target,new_brand,cleaned_tweet,tokenized_tweet,cleaned_tweet_str
1.0,apple,spin play new concept music discovery ipad amp spincom,"['spin', 'play', 'new', 'concept', 'music', 'discovery', 'ipad', 'amp', 'spincom']",s p i n   p l a y   n e w   c o n c e p t   m u s i c   d i s c o v e r y   i p a d   a m p   s p i n c o m
1.0,apple,spotted man need ipad uo,"['spotted', 'man', 'need', 'ipad', 'uo']",s p o t t e d   m a n   n e e d   i p a d   u o
-1.0,apple,standing long line surrounded unemployed techies brooklyn apple store 5th ave waiting ipad,"['standing', 'long', 'line', 'surrounded', 'unemployed', 'techie', 'brooklyn', 'apple', 'store', '5th', 'ave', 'waiting', 'ipad']",s t a n d i n g   l o n g   l i n e   s u r r o u n d e d   u n e m p l o y e d   t e c h i e s   b r o o k l y n   a p p l e   s t o r e   5 t h   a v e   w a i t i n g   i p a d
1.0,apple,still thinking awesome going give ipad,"['still', 'thinking', 'awesome', 'going', 'give', 'ipad']",s t i l l   t h i n k i n g   a w e s o m e   g o i n g   g i v e   i p a d
1.0,apple,stop let us make custom iphone case,"['stop', 'let', 'u', 'make', 'custom', 'iphone', 'case']",s t o p   l e t   u s   m a k e   c u s t o m   i p h o n e   c a s e
-1.0,apple,strange little japan news penetrates bubble bar tvs cnn suggest anything ipad going,"['strange', 'little', 'japan', 'news', 'penetrates', 'bubble', 'bar', 'tv', 'cnn', 'suggest', 'anything', 'ipad', 'going']",s t r a n g e   l i t t l e   j a p a n   n e w s   p e n e t r a t e s   b u b b l e   b a r   t v s   c n n   s u g g e s t   a n y t h i n g   i p a d   g o i n g
1.0,apple,strange little japan news penetrates bubble bar tvs cnn suggest anything impoant ipad going,"['strange', 'little', 'japan', 'news', 'penetrates', 'bubble', 'bar', 'tv', 'cnn', 'suggest', 'anything', 'impoant', 'ipad', 'going']",s t r a n g e   l i t t l e   j a p a n   n e w s   p e n e t r a t e s   b u b b l e   b a r   t v s   c n n   s u g g e s t   a n y t h i n g   i m p o a n t   i p a d   g o i n g
1.0,apple,sweet apples opening popup shop scarbrough building congress ipad via,"['sweet', 'apple', 'opening', 'popup', 'shop', 'scarbrough', 'building', 'congress', 'ipad', 'via']",s w e e t   a p p l e s   o p e n i n g   p o p u p   s h o p   s c a r b r o u g h   b u i l d i n g   c o n g r e s s   i p a d   v i a
-1.0,apple,novelty ipad news apps fades fast among digital delegates,"['novelty', 'ipad', 'news', 'apps', 'fade', 'fast', 'among', 'digital', 'delegate']",n o v e l t y   i p a d   n e w s   a p p s   f a d e s   f a s t   a m o n g   d i g i t a l   d e l e g a t e s
1.0,apple,gets apple store,"['get', 'apple', 'store']",g e t s   a p p l e   s t o r e
-1.0,apple,temp apple store 6th st closed night quottheyre stuff says cops barring door,"['temp', 'apple', 'store', '6th', 'st', 'closed', 'night', 'quottheyre', 'stuff', 'say', 'cop', 'barring', 'door']",t e m p   a p p l e   s t o r e   6 t h   s t   c l o s e d   n i g h t   q u o t t h e y r e   s t u f f   s a y s   c o p s   b a r r i n g   d o o r
1.0,apple,temp apple store killing selling early every day,"['temp', 'apple', 'store', 'killing', 'selling', 'early', 'every', 'day']",t e m p   a p p l e   s t o r e   k i l l i n g   s e l l i n g   e a r l y   e v e r y   d a y
1.0,apple,temporary store def tent powerhouse gym,"['temporary', 'store', 'def', 'tent', 'powerhouse', 'gym']",t e m p o r a r y   s t o r e   d e f   t e n t   p o w e r h o u s e   g y m
-1.0,apple,temporary apple store apple sneaky usual,"['temporary', 'apple', 'store', 'apple', 'sneaky', 'usual']",t e m p o r a r y   a p p l e   s t o r e   a p p l e   s n e a k y   u s u a l
1.0,apple,thank picked book killer photoes iphone,"['thank', 'picked', 'book', 'killer', 'photoes', 'iphone']",t h a n k   p i c k e d   b o o k   k i l l e r   p h o t o e s   i p h o n e
1.0,apple,iphone app unreal clicked location amp person tell still seats,"['iphone', 'app', 'unreal', 'clicked', 'location', 'amp', 'person', 'tell', 'still', 'seat']",i p h o n e   a p p   u n r e a l   c l i c k e d   l o c a t i o n   a m p   p e r s o n   t e l l   s t i l l   s e a t s
1.0,apple,takes video,"['take', 'video']",t a k e s   v i d e o
1.0,apple,takes video via mashable,"['take', 'video', 'via', 'mashable']",t a k e s   v i d e o   v i a   m a s h a b l e
1.0,apple,beluga iphone app highlight excellent way coordinate relief effo,"['beluga', 'iphone', 'app', 'highlight', 'excellent', 'way', 'coordinate', 'relief', 'effo']",b e l u g a   i p h o n e   a p p   h i g h l i g h t   e x c e l l e n t   w a y   c o o r d i n a t e   r e l i e f   e f f o
1.0,apple,day bank america launched iphone app got 250k new customers,"['day', 'bank', 'america', 'launched', 'iphone', 'app', 'got', '250k', 'new', 'customer']",d a y   b a n k   a m e r i c a   l a u n c h e d   i p h o n e   a p p   g o t   2 5 0 k   n e w   c u s t o m e r s
1.0,apple,ipad goes sale next fridaythe apple store going busy,"['ipad', 'go', 'sale', 'next', 'fridaythe', 'apple', 'store', 'going', 'busy']",i p a d   g o e s   s a l e   n e x t   f r i d a y t h e   a p p l e   s t o r e   g o i n g   b u s y
1.0,apple,ipad thin could use cut lines cocaine facetime mel gibson,"['ipad', 'thin', 'could', 'use', 'cut', 'line', 'cocaine', 'facetime', 'mel', 'gibson']",i p a d   t h i n   c o u l d   u s e   c u t   l i n e s   c o c a i n e   f a c e t i m e   m e l   g i b s o n
-1.0,apple,ipad also caoonishly large digital camera,"['ipad', 'also', 'caoonishly', 'large', 'digital', 'camera']",i p a d   a l s o   c a o o n i s h l y   l a r g e   d i g i t a l   c a m e r a
1.0,apple,ipad takes one biggest events first day 2011u_,"['ipad', 'take', 'one', 'biggest', 'event', 'first', 'day', '2011u_']",i p a d   t a k e s   o n e   b i g g e s t   e v e n t s   f i r s t   d a y   2 0 1 1 u _
1.0,apple,ipad takes video,"['ipad', 'take', 'video']",i p a d   t a k e s   v i d e o
1.0,apple,ironic tee usurped ipad hipstergeekstaup chic fashion item years,"['ironic', 'tee', 'usurped', 'ipad', 'hipstergeekstaup', 'chic', 'fashion', 'item', 'year']",i r o n i c   t e e   u s u r p e d   i p a d   h i p s t e r g e e k s t a u p   c h i c   f a s h i o n   i t e m   y e a r s
1.0,apple,valuable device far charger,"['valuable', 'device', 'far', 'charger']",v a l u a b l e   d e v i c e   f a r   c h a r g e r
1.0,both,new whrrl app live iphone app store android marketplace get hot time,"['new', 'whrrl', 'app', 'live', 'iphone', 'app', 'store', 'android', 'marketplace', 'get', 'hot', 'time']",n e w   w h r r l   a p p   l i v e   i p h o n e   a p p   s t o r e   a n d r o i d   m a r k e t p l a c e   g e t   h o t   t i m e
1.0,apple,next fin serv battle vs apple goog mobile operators consumer loyalty tons cash vs banks,"['next', 'fin', 'serv', 'battle', 'v', 'apple', 'goog', 'mobile', 'operator', 'consumer', 'loyalty', 'ton', 'cash', 'v', 'bank']",n e x t   f i n   s e r v   b a t t l e   v s   a p p l e   g o o g   m o b i l e   o p e r a t o r s   c o n s u m e r   l o y a l t y   t o n s   c a s h   v s   b a n k s
1.0,apple,hand judging popup store constant line apple ipad2 clearly breaking,"['hand', 'judging', 'popup', 'store', 'constant', 'line', 'apple', 'ipad', '2', 'clearly', 'breaking']",h a n d   j u d g i n g   p o p u p   s t o r e   c o n s t a n t   l i n e   a p p l e   i p a d 2   c l e a r l y   b r e a k i n g
1.0,apple,everyone plane looks like going means apple products hipster clothes,"['everyone', 'plane', 'look', 'like', 'going', 'mean', 'apple', 'product', 'hipster', 'clothes']",e v e r y o n e   p l a n e   l o o k s   l i k e   g o i n g   m e a n s   a p p l e   p r o d u c t s   h i p s t e r   c l o t h e s
1.0,apple,session changing mind future kids relationship iphone,"['session', 'changing', 'mind', 'future', 'kid', 'relationship', 'iphone']",s e s s i o n   c h a n g i n g   m i n d   f u t u r e   k i d s   r e l a t i o n s h i p   i p h o n e
1.0,apple,top things ive loved far,"['top', 'thing', 'ive', 'loved', 'far']",t o p   t h i n g s   i v e   l o v e d   f a r
1.0,apple,upside sta today ipad releases,"['upside', 'sta', 'today', 'ipad', 'release']",u p s i d e   s t a   t o d a y   i p a d   r e l e a s e s
-1.0,apple,still ipad 2s least popup apple store bought one,"['still', 'ipad', '2', 'least', 'popup', 'apple', 'store', 'bought', 'one']",s t i l l   i p a d   2 s   l e a s t   p o p u p   a p p l e   s t o r e   b o u g h t   o n e
1.0,apple,iphone apps keep grooving,"['iphone', 'apps', 'keep', 'grooving']",i p h o n e   a p p s   k e e p   g r o o v i n g
1.0,apple,everywhere crazy look around realize last year one ipad,"['everywhere', 'crazy', 'look', 'around', 'realize', 'last', 'year', 'one', 'ipad']",e v e r y w h e r e   c r a z y   l o o k   a r o u n d   r e a l i z e   l a s t   y e a r   o n e   i p a d
-1.0,apple,little need parents anymore comment child playing ipad uo,"['little', 'need', 'parent', 'anymore', 'comment', 'child', 'playing', 'ipad', 'uo']",l i t t l e   n e e d   p a r e n t s   a n y m o r e   c o m m e n t   c h i l d   p l a y i n g   i p a d   u o
1.0,apple,aicle good im linking iphone train,"['aicle', 'good', 'im', 'linking', 'iphone', 'train']",a i c l e   g o o d   i m   l i n k i n g   i p h o n e   t r a i n
-1.0,apple,group next ppl table everyone using thier phoneipad instead taking,"['group', 'next', 'ppl', 'table', 'everyone', 'using', 'thier', 'phoneipad', 'instead', 'taking']",g r o u p   n e x t   p p l   t a b l e   e v e r y o n e   u s i n g   t h i e r   p h o n e i p a d   i n s t e a d   t a k i n g
1.0,apple,awesome got ipad via,"['awesome', 'got', 'ipad', 'via']",a w e s o m e   g o t   i p a d   v i a
1.0,apple,thrilled former chief talent officer apple gap advisory board,"['thrilled', 'former', 'chief', 'talent', 'officer', 'apple', 'gap', 'advisory', 'board']",t h r i l l e d   f o r m e r   c h i e f   t a l e n t   o f f i c e r   a p p l e   g a p   a d v i s o r y   b o a r d
1.0,apple,tim soos invisible instruments jaw dropping iphonewii controller,"['tim', 'soos', 'invisible', 'instrument', 'jaw', 'dropping', 'iphonewii', 'controller']",t i m   s o o s   i n v i s i b l e   i n s t r u m e n t s   j a w   d r o p p i n g   i p h o n e w i i   c o n t r o l l e r
1.0,apple,time itunesifr3dw,"['time', 'itunesifr', '3dw']",t i m e   i t u n e s i f r 3 d w
1.0,apple,kick giving away ipad visit fb page enter,"['kick', 'giving', 'away', 'ipad', 'visit', 'fb', 'page', 'enter']",k i c k   g i v i n g   a w a y   i p a d   v i s i t   f b   p a g e   e n t e r
1.0,apple,tron amazing idea blue ray release 2nd screen ipad app syncs movie follow additional content,"['tron', 'amazing', 'idea', 'blue', 'ray', 'release', '2nd', 'screen', 'ipad', 'app', 'syncs', 'movie', 'follow', 'additional', 'content']",t r o n   a m a z i n g   i d e a   b l u e   r a y   r e l e a s e   2 n d   s c r e e n   i p a d   a p p   s y n c s   m o v i e   f o l l o w   a d d i t i o n a l   c o n t e n t
1.0,apple,true rumor apple opening temporary store downtown amp ipad launch,"['true', 'rumor', 'apple', 'opening', 'temporary', 'store', 'downtown', 'amp', 'ipad', 'launch']",t r u e   r u m o r   a p p l e   o p e n i n g   t e m p o r a r y   s t o r e   d o w n t o w n   a m p   i p a d   l a u n c h
1.0,apple,turn ipad physical messaging platform holler gram cheeky app built,"['turn', 'ipad', 'physical', 'messaging', 'platform', 'holler', 'gram', 'cheeky', 'app', 'built']",t u r n   i p a d   p h y s i c a l   m e s s a g i n g   p l a t f o r m   h o l l e r   g r a m   c h e e k y   a p p   b u i l t
1.0,apple,umm would ui keep winning shit thanks killer ipad case u,"['umm', 'would', 'ui', 'keep', 'winning', 'shit', 'thanks', 'killer', 'ipad', 'case', 'u']",u m m   w o u l d   u i   k e e p   w i n n i n g   s h i t   t h a n k s   k i l l e r   i p a d   c a s e   u
1.0,apple,updated npr music iphone app song info songs amp live video streaming time,"['updated', 'npr', 'music', 'iphone', 'app', 'song', 'info', 'song', 'amp', 'live', 'video', 'streaming', 'time']",u p d a t e d   n p r   m u s i c   i p h o n e   a p p   s o n g   i n f o   s o n g s   a m p   l i v e   v i d e o   s t r e a m i n g   t i m e
-1.0,both,used small upstas twitter played big guys making moves apple google,"['used', 'small', 'upstas', 'twitter', 'played', 'big', 'guy', 'making', 'move', 'apple', 'google']",u s e d   s m a l l   u p s t a s   t w i t t e r   p l a y e d   b i g   g u y s   m a k i n g   m o v e s   a p p l e   g o o g l e
1.0,apple,happy discovr named one top ten musthave apps ipad fight way thru queue,"['happy', 'discovr', 'named', 'one', 'top', 'ten', 'musthave', 'apps', 'ipad', 'fight', 'way', 'thru', 'queue']",h a p p y   d i s c o v r   n a m e d   o n e   t o p   t e n   m u s t h a v e   a p p s   i p a d   f i g h t   w a y   t h r u   q u e u e
1.0,apple,sma ipad app may leave vuvuzela home,"['sma', 'ipad', 'app', 'may', 'leave', 'vuvuzela', 'home']",s m a   i p a d   a p p   m a y   l e a v e   v u v u z e l a   h o m e
1.0,apple,sma move apple popup store ipad come 5pm tomorrow,"['sma', 'move', 'apple', 'popup', 'store', 'ipad', 'come', '5pm', 'tomorrow']",s m a   m o v e   a p p l e   p o p u p   s t o r e   i p a d   c o m e   5 p m   t o m o r r o w
1.0,apple,sma quotapple set open popup shop core actionquot,"['sma', 'quotapple', 'set', 'open', 'popup', 'shop', 'core', 'actionquot']",s m a   q u o t a p p l e   s e t   o p e n   p o p u p   s h o p   c o r e   a c t i o n q u o t
1.0,apple,sma aapl open pop store ipad sales,"['sma', 'aapl', 'open', 'pop', 'store', 'ipad', 'sale']",s m a   a a p l   o p e n   p o p   s t o r e   i p a d   s a l e s
1.0,apple,via still big line outside apples popup shop days ipads debut,"['via', 'still', 'big', 'line', 'outside', 'apple', 'popup', 'shop', 'day', 'ipads', 'debut']",v i a   s t i l l   b i g   l i n e   o u t s i d e   a p p l e s   p o p u p   s h o p   d a y s   i p a d s   d e b u t
1.0,apple,video first unboxing outside store coming soon find decent wifi,"['video', 'first', 'unboxing', 'outside', 'store', 'coming', 'soon', 'find', 'decent', 'wifi']",v i d e o   f i r s t   u n b o x i n g   o u t s i d e   s t o r e   c o m i n g   s o o n   f i n d   d e c e n t   w i f i
1.0,apple,w00t wrote ipad app,"['w00t', 'wrote', 'ipad', 'app']",w 0 0 t   w r o t e   i p a d   a p p
1.0,apple,want win free attending details,"['want', 'win', 'free', 'attending', 'detail']",w a n t   w i n   f r e e   a t t e n d i n g   d e t a i l s
1.0,apple,including emotional thing ipad,"['including', 'emotional', 'thing', 'ipad']",i n c l u d i n g   e m o t i o n a l   t h i n g   i p a d
1.0,apple,excited see hls dynamic video ad inseion tv everywhere working later today popup apple store,"['excited', 'see', 'hl', 'dynamic', 'video', 'ad', 'inseion', 'tv', 'everywhere', 'working', 'later', 'today', 'popup', 'apple', 'store']",e x c i t e d   s e e   h l s   d y n a m i c   v i d e o   a d   i n s e i o n   t v   e v e r y w h e r e   w o r k i n g   l a t e r   t o d a y   p o p u p   a p p l e   s t o r e
1.0,apple,cant wait give ipad someone want head enter must present win,"['cant', 'wait', 'give', 'ipad', 'someone', 'want', 'head', 'enter', 'must', 'present', 'win']",c a n t   w a i t   g i v e   i p a d   s o m e o n e   w a n t   h e a d   e n t e r   m u s t   p r e s e n t   w i n
1.0,apple,launched ipad app get details first edition free,"['launched', 'ipad', 'app', 'get', 'detail', 'first', 'edition', 'free']",l a u n c h e d   i p a d   a p p   g e t   d e t a i l s   f i r s t   e d i t i o n   f r e e
1.0,apple,launched spins ipad app tons whatcha think,"['launched', 'spin', 'ipad', 'app', 'ton', 'whatcha', 'think']",l a u n c h e d   s p i n s   i p a d   a p p   t o n s   w h a t c h a   t h i n k
1.0,apple,lose hour tonight attendees blame microsoft apple get credit fixing christmas,"['lose', 'hour', 'tonight', 'attendee', 'blame', 'microsoft', 'apple', 'get', 'credit', 'fixing', 'christmas']",l o s e   h o u r   t o n i g h t   a t t e n d e e s   b l a m e   m i c r o s o f t   a p p l e   g e t   c r e d i t   f i x i n g   c h r i s t m a s
1.0,apple,lose hour 2nite attendees blame microsoft apple get credit fixing b4 christmas,"['lose', 'hour', '2nite', 'attendee', 'blame', 'microsoft', 'apple', 'get', 'credit', 'fixing', 'b4', 'christmas']",l o s e   h o u r   2 n i t e   a t t e n d e e s   b l a m e   m i c r o s o f t   a p p l e   g e t   c r e d i t   f i x i n g   b 4   c h r i s t m a s
1.0,apple,wondering many come back ipad maybe everyone,"['wondering', 'many', 'come', 'back', 'ipad', 'maybe', 'everyone']",w o n d e r i n g   m a n y   c o m e   b a c k   i p a d   m a y b e   e v e r y o n e
1.0,apple,weve got exciting things well showing year including drag drop store management iphone,"['weve', 'got', 'exciting', 'thing', 'well', 'showing', 'year', 'including', 'drag', 'drop', 'store', 'management', 'iphone']",w e v e   g o t   e x c i t i n g   t h i n g s   w e l l   s h o w i n g   y e a r   i n c l u d i n g   d r a g   d r o p   s t o r e   m a n a g e m e n t   i p h o n e
1.0,apple,web developers havenuat tried new relic sign enter win ipad come booth,"['web', 'developer', 'havenuat', 'tried', 'new', 'relic', 'sign', 'enter', 'win', 'ipad', 'come', 'booth']",w e b   d e v e l o p e r s   h a v e n u a t   t r i e d   n e w   r e l i c   s i g n   e n t e r   w i n   i p a d   c o m e   b o o t h
1.0,apple,well forget right gonna focus getting shinmy new ipad 40min apple makes happy nfl,"['well', 'forget', 'right', 'gonna', 'focus', 'getting', 'shinmy', 'new', 'ipad', '40min', 'apple', 'make', 'happy', 'nfl']",w e l l   f o r g e t   r i g h t   g o n n a   f o c u s   g e t t i n g   s h i n m y   n e w   i p a d   4 0 m i n   a p p l e   m a k e s   h a p p y   n f l
1.0,apple,well im first line hours go,"['well', 'im', 'first', 'line', 'hour', 'go']",w e l l   i m   f i r s t   l i n e   h o u r s   g o
1.0,apple,bored keynote use ipad draw picture even good aist,"['bored', 'keynote', 'use', 'ipad', 'draw', 'picture', 'even', 'good', 'aist']",b o r e d   k e y n o t e   u s e   i p a d   d r a w   p i c t u r e   e v e n   g o o d   a i s t
1.0,apple,smaphone rules definitely iphone apple smaphone ive eyeballed ip4,"['smaphone', 'rule', 'definitely', 'iphone', 'apple', 'smaphone', 'ive', 'eyeballed', 'ip4']",s m a p h o n e   r u l e s   d e f i n i t e l y   i p h o n e   a p p l e   s m a p h o n e   i v e   e y e b a l l e d   i p 4
1.0,apple,whoa hang saw someone without iphone,"['whoa', 'hang', 'saw', 'someone', 'without', 'iphone']",w h o a   h a n g   s a w   s o m e o n e   w i t h o u t   i p h o n e
1.0,apple,win come meet aquent talent agents drop name booth,"['win', 'come', 'meet', 'aquent', 'talent', 'agent', 'drop', 'name', 'booth']",w i n   c o m e   m e e t   a q u e n t   t a l e n t   a g e n t s   d r o p   n a m e   b o o t h
1.0,apple,win awesome ipad quibids custom case catch wearing openbeta vip badge,"['win', 'awesome', 'ipad', 'quibids', 'custom', 'case', 'catch', 'wearing', 'openbeta', 'vip', 'badge']",w i n   a w e s o m e   i p a d   q u i b i d s   c u s t o m   c a s e   c a t c h   w e a r i n g   o p e n b e t a   v i p   b a d g e
1.0,apple,within hours buying ipad glenda watson hyatt cerebral palsy able communicate strangers public,"['within', 'hour', 'buying', 'ipad', 'glenda', 'watson', 'hyatt', 'cerebral', 'palsy', 'able', 'communicate', 'stranger', 'public']",w i t h i n   h o u r s   b u y i n g   i p a d   g l e n d a   w a t s o n   h y a t t   c e r e b r a l   p a l s y   a b l e   c o m m u n i c a t e   s t r a n g e r s   p u b l i c
1.0,apple,woke sandwiched iphone ipad forgot much like geek spring break,"['woke', 'sandwiched', 'iphone', 'ipad', 'forgot', 'much', 'like', 'geek', 'spring', 'break']",w o k e   s a n d w i c h e d   i p h o n e   i p a d   f o r g o t   m u c h   l i k e   g e e k   s p r i n g   b r e a k
-1.0,apple,woman lobby quottheres website called like stupid iphone speller ppl taking pics funny autocorrected wordsquot,"['woman', 'lobby', 'quottheres', 'website', 'called', 'like', 'stupid', 'iphone', 'speller', 'ppl', 'taking', 'pic', 'funny', 'autocorrected', 'wordsquot']",w o m a n   l o b b y   q u o t t h e r e s   w e b s i t e   c a l l e d   l i k e   s t u p i d   i p h o n e   s p e l l e r   p p l   t a k i n g   p i c s   f u n n y   a u t o c o r r e c t e d   w o r d s q u o t
1.0,apple,2nd place fandango karaoke 1st prize yr fandango tkts useless canada 2nd prize useful ipad,"['2nd', 'place', 'fandango', 'karaoke', '1st', 'prize', 'yr', 'fandango', 'tkts', 'useless', 'canada', '2nd', 'prize', 'useful', 'ipad']",2 n d   p l a c e   f a n d a n g o   k a r a o k e   1 s t   p r i z e   y r   f a n d a n g o   t k t s   u s e l e s s   c a n a d a   2 n d   p r i z e   u s e f u l   i p a d
1.0,apple,woo hoo finally back iphone,"['woo', 'hoo', 'finally', 'back', 'iphone']",w o o   h o o   f i n a l l y   b a c k   i p h o n e
-1.0,apple,woohoo go game launches doityourself iphone scavenger hunts via see,"['woohoo', 'go', 'game', 'launch', 'doityourself', 'iphone', 'scavenger', 'hunt', 'via', 'see']",w o o h o o   g o   g a m e   l a u n c h e s   d o i t y o u r s e l f   i p h o n e   s c a v e n g e r   h u n t s   v i a   s e e
1.0,apple,wooooo mention released discovr iphone time new features,"['wooooo', 'mention', 'released', 'discovr', 'iphone', 'time', 'new', 'feature']",w o o o o o   m e n t i o n   r e l e a s e d   d i s c o v r   i p h o n e   t i m e   n e w   f e a t u r e s
1.0,apple,word motherboard youll want iphone apps youre heading today hot ones,"['word', 'motherboard', 'youll', 'want', 'iphone', 'apps', 'youre', 'heading', 'today', 'hot', 'one']",w o r d   m o t h e r b o a r d   y o u l l   w a n t   i p h o n e   a p p s   y o u r e   h e a d i n g   t o d a y   h o t   o n e s
1.0,apple,wow developed ipad app 15k,"['wow', 'developed', 'ipad', 'app', '15k']",w o w   d e v e l o p e d   i p a d   a p p   1 5 k
1.0,apple,wow thing insanely thin amp light hold ipad seriously,"['wow', 'thing', 'insanely', 'thin', 'amp', 'light', 'hold', 'ipad', 'seriously']",w o w   t h i n g   i n s a n e l y   t h i n   a m p   l i g h t   h o l d   i p a d   s e r i o u s l y
-1.0,apple,wow leo told random person street would send ipad,"['wow', 'leo', 'told', 'random', 'person', 'street', 'would', 'send', 'ipad']",w o w   l e o   t o l d   r a n d o m   p e r s o n   s t r e e t   w o u l d   s e n d   i p a d
1.0,apple,wow shakespeares pub 6th st heres delete button iphone video camera,"['wow', 'shakespeare', 'pub', '6th', 'st', 'here', 'delete', 'button', 'iphone', 'video', 'camera']",w o w   s h a k e s p e a r e s   p u b   6 t h   s t   h e r e s   d e l e t e   b u t t o n   i p h o n e   v i d e o   c a m e r a
-1.0,apple,yes hate fanboys still valid tho waited ipad2 instead enjoying,"['yes', 'hate', 'fanboys', 'still', 'valid', 'tho', 'waited', 'ipad', '2', 'instead', 'enjoying']",y e s   h a t e   f a n b o y s   s t i l l   v a l i d   t h o   w a i t e d   i p a d 2   i n s t e a d   e n j o y i n g
1.0,apple,yes rumors true come play ipad booth exhibit hall giant quotoquot,"['yes', 'rumor', 'true', 'come', 'play', 'ipad', 'booth', 'exhibit', 'hall', 'giant', 'quotoquot']",y e s   r u m o r s   t r u e   c o m e   p l a y   i p a d   b o o t h   e x h i b i t   h a l l   g i a n t   q u o t o q u o t
1.0,apple,yes updated app song info stream others also live video streaming,"['yes', 'updated', 'app', 'song', 'info', 'stream', 'others', 'also', 'live', 'video', 'streaming']",y e s   u p d a t e d   a p p   s o n g   i n f o   s t r e a m   o t h e r s   a l s o   l i v e   v i d e o   s t r e a m i n g
1.0,apple,yes updated iphone app song info stream others also live video streaming,"['yes', 'updated', 'iphone', 'app', 'song', 'info', 'stream', 'others', 'also', 'live', 'video', 'streaming']",y e s   u p d a t e d   i p h o n e   a p p   s o n g   i n f o   s t r e a m   o t h e r s   a l s o   l i v e   v i d e o   s t r e a m i n g
1.0,apple,yes updated iphone app song info stream others also live video streaming,"['yes', 'updated', 'iphone', 'app', 'song', 'info', 'stream', 'others', 'also', 'live', 'video', 'streaming']",y e s   u p d a t e d   i p h o n e   a p p   s o n g   i n f o   s t r e a m   o t h e r s   a l s o   l i v e   v i d e o   s t r e a m i n g
1.0,apple,yesterday fantastic ampapple ipad launch lets take moment 2honor suffered japan,"['yesterday', 'fantastic', 'ampapple', 'ipad', 'launch', 'let', 'take', 'moment', '2honor', 'suffered', 'japan']",y e s t e r d a y   f a n t a s t i c   a m p a p p l e   i p a d   l a u n c h   l e t s   t a k e   m o m e n t   2 h o n o r   s u f f e r e d   j a p a n
1.0,apple,zazzle officially come grille mention youuall get make iphone case,"['zazzle', 'officially', 'come', 'grille', 'mention', 'youuall', 'get', 'make', 'iphone', 'case']",z a z z l e   o f f i c i a l l y   c o m e   g r i l l e   m e n t i o n   y o u u a l l   g e t   m a k e   i p h o n e   c a s e
1.0,apple,zazzle officially come grille mention us youuall get make iphone case,"['zazzle', 'officially', 'come', 'grille', 'mention', 'u', 'youuall', 'get', 'make', 'iphone', 'case']",z a z z l e   o f f i c i a l l y   c o m e   g r i l l e   m e n t i o n   u s   y o u u a l l   g e t   m a k e   i p h o n e   c a s e
-1.0,apple,iphone app control mania half screen used buttons filters half content fail,"['iphone', 'app', 'control', 'mania', 'half', 'screen', 'used', 'button', 'filter', 'half', 'content', 'fail']",i p h o n e   a p p   c o n t r o l   m a n i a   h a l f   s c r e e n   u s e d   b u t t o n s   f i l t e r s   h a l f   c o n t e n t   f a i l
1.0,apple,iphone apps keep grooving,"['iphone', 'apps', 'keep', 'grooving']",i p h o n e   a p p s   k e e p   g r o o v i n g
1.0,apple,iphone apps keep grooving via,"['iphone', 'apps', 'keep', 'grooving', 'via']",i p h o n e   a p p s   k e e p   g r o o v i n g   v i a
1.0,apple,someone buy ipad v1 wait line get v2 tomorrow,"['someone', 'buy', 'ipad', 'v1', 'wait', 'line', 'get', 'v2', 'tomorrow']",s o m e o n e   b u y   i p a d   v 1   w a i t   l i n e   g e t   v 2   t o m o r r o w
-1.0,apple,fuck iphone crapped charge says charging night options,"['fuck', 'iphone', 'crapped', 'charge', 'say', 'charging', 'night', 'option']",f u c k   i p h o n e   c r a p p e d   c h a r g e   s a y s   c h a r g i n g   n i g h t   o p t i o n s
1.0,apple,iphone developers meet crazy packed,"['iphone', 'developer', 'meet', 'crazy', 'packed']",i p h o n e   d e v e l o p e r s   m e e t   c r a z y   p a c k e d
-1.0,both,phones around blackberry iphone android distant third,"['phone', 'around', 'blackberry', 'iphone', 'android', 'distant', 'third']",p h o n e s   a r o u n d   b l a c k b e r r y   i p h o n e   a n d r o i d   d i s t a n t   t h i r d
1.0,apple,tip conference goers everywhere bring ipad leave laptop hotel ive battery sore shoulder week,"['tip', 'conference', 'goer', 'everywhere', 'bring', 'ipad', 'leave', 'laptop', 'hotel', 'ive', 'battery', 'sore', 'shoulder', 'week']",t i p   c o n f e r e n c e   g o e r s   e v e r y w h e r e   b r i n g   i p a d   l e a v e   l a p t o p   h o t e l   i v e   b a t t e r y   s o r e   s h o u l d e r   w e e k
1.0,apple,amusing long lines temp apple store starbu cks acrosse street people seem unpack,"['amusing', 'long', 'line', 'temp', 'apple', 'store', 'starbu', 'cks', 'acrosse', 'street', 'people', 'seem', 'unpack']",a m u s i n g   l o n g   l i n e s   t e m p   a p p l e   s t o r e   s t a r b u   c k s   a c r o s s e   s t r e e t   p e o p l e   s e e m   u n p a c k
1.0,apple,6th congress dude creatively saving ipad,"['6th', 'congress', 'dude', 'creatively', 'saving', 'ipad']",6 t h   c o n g r e s s   d u d e   c r e a t i v e l y   s a v i n g   i p a d
1.0,apple,awesome conversations networking line apple store,"['awesome', 'conversation', 'networking', 'line', 'apple', 'store']",a w e s o m e   c o n v e r s a t i o n s   n e t w o r k i n g   l i n e   a p p l e   s t o r e
